Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
SP1,06/02/05,La Coruna,Ath Bilbao,1,1,D,0,0,D,1.9,3.25,3.5,2.0,3.3,3.35,2.05,3.2,3.6,1.75,3.2,4.0,1.91,3.2,3.5,1.95,3.25,3.6,2.05,3.2,3.1,1.95,1.75,2.0,1.8,1.7,2.05,-0.25,,,,2.0,1.899,-0.5,,,,,,1757.23,1731.33
SP1,06/02/05,Levante,Sevilla,0,3,A,0,1,A,2.38,3.2,2.63,2.5,3.15,2.6,2.6,3.2,2.6,2.3,3.0,2.7,2.38,3.2,2.6,2.5,3.2,2.6,2.5,2.9,2.62,2.05,1.65,2.2,1.65,1.85,1.95,0.0,1.88,1.96,0.0,1.85,2.049,0.0,,,,,,1658.52,1747.1
SP1,06/02/05,Malaga,Mallorca,0,0,D,0,0,D,2.1,3.25,3.0,2.0,3.3,3.35,2.1,3.25,3.4,1.9,3.1,3.5,1.91,3.2,3.5,2.05,3.2,3.3,1.9,3.2,3.5,2.05,1.65,2.15,1.66,1.8,2.0,-0.25,1.8,2.04,-0.25,1.875,2.024,-0.25,,,,,,1629.96,1636.63
SP1,06/02/05,Villarreal,Santander,2,1,H,0,1,A,1.5,3.5,6.0,1.5,3.6,6.4,1.5,3.75,6.75,1.5,3.5,5.4,1.4,3.75,7.0,1.5,3.6,6.5,1.44,3.6,6.5,1.85,1.85,2.0,1.8,2.0,1.75,-1.25,1.72,2.12,-1.0,1.75,2.149,-1.0,,,,,,1754.69,1620.93
SP1,12/02/05,Valencia,La Coruna,1,2,A,0,1,A,1.8,3.4,4.5,1.7,3.4,4.55,1.8,3.3,4.5,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.4,4.75,1.7,3.2,4.5,1.9,1.79,2.0,1.8,1.8,1.9,-0.5,2.06,1.78,-0.75,2.149,1.75,-0.75,,,,,,1809.87,1752.89
SP1,12/02/05,Zaragoza,Barcelona,1,4,A,0,3,A,5.0,3.4,1.72,4.85,3.45,1.65,4.5,3.3,1.8,4.0,3.0,1.8,4.33,3.2,1.73,4.75,3.4,1.73,3.8,3.25,1.8,1.85,1.85,2.0,1.8,1.9,1.9,0.75,1.94,1.9,0.75,1.95,1.95,0.75,,,,,,1667.07,1863.6
SP1,13/02/05,Ath Bilbao,Betis,4,4,D,2,3,A,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.3,3.65,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.25,3.4,1.83,3.2,3.75,1.9,1.79,2.1,1.7,2.0,1.73,-0.5,2.08,1.76,-0.5,2.1,1.8,-0.5,,,,,,1735.67,1754.65
SP1,13/02/05,Ath Madrid,Levante,0,0,D,0,0,D,1.57,3.4,5.5,1.55,3.5,6.0,1.57,3.5,6.33,1.55,3.4,5.0,1.5,3.4,6.0,1.57,3.4,6.0,1.5,3.4,6.0,1.95,1.75,2.15,1.67,1.9,1.9,-1.0,1.94,1.9,-1.0,1.95,1.95,-1.0,,,,,,1712.27,1645.61
SP1,13/02/05,Espanol,Getafe,2,0,H,0,0,D,1.61,3.4,5.0,1.5,3.6,6.4,1.7,3.4,5.1,1.55,3.4,5.0,1.62,3.25,5.0,1.62,3.5,5.0,1.61,3.3,5.0,1.95,1.75,2.0,1.8,1.9,1.9,-0.75,1.9,1.94,-0.75,1.95,1.95,-0.75,,,,,,1717.91,1663.44
SP1,13/02/05,Mallorca,Albacete,2,1,H,0,1,A,1.9,3.1,3.75,1.9,3.3,3.65,1.9,3.1,4.33,1.9,3.0,3.6,1.91,3.2,3.5,1.85,3.25,4.0,1.9,3.1,3.6,2.0,1.71,2.15,1.67,1.9,1.81,-0.5,1.84,2.0,-0.5,1.899,2.0,-0.5,,,,,,1639.91,1652.71
SP1,13/02/05,Numancia,Malaga,0,1,A,0,1,A,2.25,3.2,2.8,2.2,3.25,2.95,2.38,3.2,2.9,2.3,2.9,2.8,2.2,3.2,2.8,2.38,3.1,2.8,2.25,3.2,2.75,2.15,1.6,2.2,1.65,2.0,1.8,-0.25,1.96,1.88,-0.25,2.024,1.875,-0.25,,,,,,1585.34,1626.68
SP1,13/02/05,Osasuna,Real Madrid,1,2,A,1,0,H,5.0,3.4,1.72,4.5,3.3,1.75,4.5,3.25,1.83,4.0,3.0,1.8,4.0,3.2,1.8,4.33,3.4,1.8,4.33,3.2,1.72,1.75,1.95,2.0,1.8,1.89,1.83,0.5,2.1,1.74,0.5,2.149,1.75,0.5,,,,,,1666.41,1832.21
SP1,13/02/05,Santander,Sociedad,1,3,A,0,3,A,2.3,3.2,2.7,2.2,3.25,2.95,2.3,3.25,3.0,2.2,2.9,3.0,2.1,3.2,3.0,2.25,3.1,3.0,2.15,3.1,3.0,1.9,1.79,2.05,1.75,2.05,1.77,-0.25,2.08,1.76,-0.25,2.149,1.75,-0.25,,,,,,1615.77,1658.23
SP1,13/02/05,Sevilla,Villarreal,2,1,H,1,0,H,2.2,3.2,2.87,2.2,3.25,2.95,2.25,3.2,3.1,2.2,2.9,3.0,2.2,3.2,2.8,2.2,3.1,3.1,2.1,3.1,3.1,1.9,1.79,2.05,1.75,2.0,1.8,-0.25,2.02,1.82,-0.25,2.049,1.85,-0.25,,,,,,1760.01,1759.85
SP1,19/02/05,Barcelona,Mallorca,2,0,H,1,0,H,1.22,5.0,10.0,1.2,5.5,12.0,1.25,5.35,11.0,1.3,4.2,8.0,1.2,5.0,11.0,1.22,5.5,10.0,1.22,5.0,9.5,1.65,2.05,1.7,2.1,1.9,1.9,-1.5,1.9,1.94,-1.5,1.899,2.0,-1.5,,,,,,1872.71,1649.34
SP1,19/02/05,Real Madrid,Ath Bilbao,0,2,A,0,0,D,1.44,4.0,7.5,1.35,4.25,8.0,1.41,4.25,7.5,1.35,4.0,7.0,1.4,3.75,7.0,1.4,4.0,7.5,1.36,3.75,8.0,1.65,2.05,1.75,2.05,1.9,1.58,-1.5,1.8,2.04,-1.0,2.174,1.725,-1.25,,,,,,1842.37,1732.81
SP1,19/02/05,Sociedad,Sevilla,1,0,H,0,0,D,2.3,3.2,2.7,2.5,3.25,2.55,2.5,3.25,2.7,2.3,3.0,2.7,2.38,3.2,2.6,2.5,3.1,2.62,2.4,3.1,2.6,1.95,1.75,2.15,1.67,1.7,2.15,0.0,1.7,2.14,0.0,1.725,2.174,0.0,,,,,,1672.78,1769.0
SP1,20/02/05,Albacete,Numancia,1,2,A,1,0,H,1.72,3.25,4.33,1.7,3.4,4.55,1.7,3.45,5.0,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.3,4.5,1.61,3.3,5.0,2.05,1.65,2.37,1.55,1.9,1.9,-0.75,1.9,1.94,-0.75,1.975,1.925,-0.75,,,,,,1643.28,1570.75
SP1,20/02/05,Betis,La Coruna,2,0,H,1,0,H,2.1,3.25,3.0,1.95,3.3,3.5,2.1,3.2,3.45,2.3,2.9,2.8,1.83,3.2,3.75,2.1,3.1,3.3,2.0,3.2,3.2,1.9,1.79,1.85,1.95,1.85,1.95,-0.25,1.9,1.94,-0.25,1.875,2.024,-0.25,,,,,,1757.51,1770.68
SP1,20/02/05,Getafe,Osasuna,0,0,D,0,0,D,2.1,3.2,3.0,2.1,3.25,3.15,2.2,3.2,3.2,2.0,3.0,3.3,2.0,3.2,3.2,2.1,3.2,3.2,2.0,3.2,3.2,1.95,1.75,2.1,1.7,1.95,1.85,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25,,,,,,1656.16,1656.25
SP1,20/02/05,Levante,Zaragoza,0,0,D,0,0,D,2.1,3.2,3.0,2.1,3.25,3.15,2.15,3.25,3.25,1.9,3.0,3.6,2.0,3.2,3.2,2.1,3.2,3.2,2.1,3.2,3.0,1.95,1.75,2.1,1.7,1.9,1.9,-0.25,1.9,1.94,-0.25,1.925,1.975,-0.25,,,,,,1651.18,1657.96
SP1,20/02/05,Malaga,Espanol,3,2,H,2,0,H,2.3,3.2,2.7,2.35,3.2,2.75,2.45,3.25,2.75,2.3,3.0,2.7,2.38,3.0,2.75,2.4,3.1,2.75,2.3,3.1,2.75,2.05,1.65,2.37,1.55,1.77,2.05,0.0,1.76,2.08,0.0,1.8,2.1,0.0,,,,,,1641.27,1725.19
SP1,20/02/05,Santander,Valencia,1,0,H,0,0,D,2.8,3.2,2.25,3.35,3.3,2.0,3.25,3.25,2.15,3.0,2.9,2.2,3.2,3.0,2.1,3.1,3.1,2.2,3.0,3.1,2.15,2.0,1.71,2.2,1.65,2.0,1.8,0.25,2.04,1.8,0.25,2.075,1.825,0.25,,,,,,1601.22,1792.08
SP1,20/02/05,Villarreal,Ath Madrid,3,2,H,0,2,A,1.9,3.3,4.0,1.95,3.3,3.5,1.91,3.3,3.95,1.9,3.0,3.6,1.73,3.2,4.33,1.91,3.2,3.75,1.8,3.1,4.0,2.05,1.65,2.3,1.6,1.91,1.8,-0.5,1.92,1.92,-0.5,1.899,2.0,-0.5,,,,,,1750.86,1706.7
SP1,26/02/05,Espanol,Albacete,2,1,H,2,0,H,1.57,3.4,5.5,1.55,3.55,5.75,1.6,3.5,5.8,1.6,3.3,4.8,1.62,3.25,5.0,1.57,3.5,5.5,1.53,3.5,5.5,1.9,1.79,2.0,1.8,2.0,1.72,-1.0,1.76,2.08,-0.75,1.8,2.1,-0.75,,,,,,1713.27,1625.04
SP1,26/02/05,La Coruna,Real Madrid,2,0,H,2,0,H,3.0,3.25,2.3,3.05,3.25,2.15,2.75,3.25,2.45,2.5,3.0,2.5,2.75,3.25,2.2,3.0,3.2,2.3,2.9,3.2,2.15,1.95,1.75,2.05,1.75,2.0,1.8,0.0,1.76,2.08,0.25,1.8,2.1,0.25,,,,,,1761.24,1823.13
SP1,26/02/05,Mallorca,Levante,1,2,A,0,0,D,1.83,3.25,3.75,1.95,3.3,3.5,1.95,3.25,3.85,2.0,3.0,3.3,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75,1.9,1.79,2.05,1.75,1.95,1.76,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5,,,,,,1645.98,1647.9
SP1,26/02/05,Numancia,Barcelona,1,1,D,1,0,H,7.0,3.75,1.5,7.25,4.0,1.4,7.0,3.75,1.5,5.6,3.4,1.5,6.0,3.4,1.5,6.5,3.8,1.5,6.0,3.4,1.5,1.75,1.95,1.95,1.85,2.0,1.8,1.0,2.08,1.76,1.0,2.049,1.85,1.0,,,,,,1588.99,1876.07
SP1,27/02/05,Ath Madrid,Sociedad,1,0,H,1,0,H,1.72,3.25,4.33,1.8,3.35,4.0,1.73,3.3,5.0,1.8,3.1,3.8,1.73,3.2,4.33,1.75,3.4,4.33,1.7,3.3,4.33,1.95,1.75,2.05,1.75,1.73,1.99,-0.5,1.7,2.14,-0.5,1.725,2.174,-0.5,,,,,,1699.11,1685.14
SP1,27/02/05,Osasuna,Malaga,1,6,A,0,3,A,1.83,3.25,3.75,1.8,3.35,4.0,1.85,3.25,4.3,1.9,3.0,3.6,1.91,3.2,3.5,1.83,3.25,4.0,1.72,3.25,4.2,2.0,1.71,2.3,1.6,1.85,1.85,-0.5,1.84,2.0,-0.5,1.85,2.049,-0.5,,,,,,1659.75,1653.19
SP1,27/02/05,Sevilla,Santander,2,2,D,1,1,D,1.5,3.5,6.0,1.45,3.7,7.0,1.5,3.75,7.0,1.45,3.6,5.8,1.5,3.4,6.0,1.44,3.75,7.0,1.44,3.6,6.5,1.9,1.79,2.05,1.75,1.9,1.9,-1.0,1.92,1.92,-1.0,1.975,1.925,-1.0,,,,,,1756.64,1616.92
SP1,27/02/05,Valencia,Betis,2,1,H,1,1,D,2.0,3.3,3.6,1.9,3.3,3.65,2.0,3.25,3.75,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.3,3.6,1.95,3.1,3.5,2.0,1.71,2.1,1.7,2.0,1.74,-0.5,2.0,1.84,-0.5,2.075,1.825,-0.5,,,,,,1776.38,1766.95
SP1,27/02/05,Zaragoza,Villarreal,1,0,H,1,0,H,2.37,3.2,2.62,2.7,3.2,2.4,2.5,3.15,2.75,2.4,3.0,2.6,2.25,3.2,2.75,2.4,3.2,2.7,2.37,3.1,2.62,1.85,1.85,2.1,1.7,1.85,1.95,0.0,1.82,2.02,0.0,1.85,2.049,0.0,,,,,,1661.24,1758.45
SP1,01/03/05,Barcelona,Espanol,0,0,D,0,0,D,1.4,4.33,7.5,1.4,4.0,7.25,1.4,4.0,8.5,1.4,3.7,6.5,1.36,3.75,8.0,1.33,4.5,9.0,1.36,3.75,8.0,1.65,2.05,1.8,2.0,2.02,1.58,-1.5,2.02,1.82,-1.25,2.025,1.875,-1.25,,,,,,1869.92,1719.59
SP1,02/03/05,Albacete,Osasuna,1,1,D,0,0,D,2.2,3.25,2.8,2.15,3.25,3.05,2.2,3.2,3.2,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.2,3.2,2.25,3.1,2.8,2.0,1.7,2.2,1.65,2.2,1.6,-0.5,1.82,2.02,-0.25,1.825,2.075,-0.25,,,,,,1618.72,1643.53
SP1,02/03/05,Getafe,La Coruna,1,1,D,0,1,A,2.62,3.2,2.37,2.7,3.15,2.4,2.65,3.25,2.55,2.6,2.9,2.5,2.38,3.2,2.6,2.7,3.2,2.4,2.5,3.1,2.5,2.0,1.7,2.25,1.61,1.46,2.55,0.5,2.0,1.84,0.0,2.025,1.875,0.0,,,,,,1652.66,1772.37
SP1,02/03/05,Levante,Numancia,1,1,D,1,1,D,1.66,3.4,4.5,1.7,3.35,4.75,1.7,3.45,5.0,1.55,3.4,5.0,1.73,3.2,4.33,1.67,3.4,4.8,1.7,3.2,4.5,2.0,1.7,2.2,1.65,1.7,2.04,-0.5,1.86,1.98,-0.75,1.875,2.025,-0.75,,,,,,1663.84,1595.14
SP1,02/03/05,Malaga,Ath Bilbao,1,0,H,1,0,H,2.2,3.25,2.8,2.3,3.2,2.8,2.35,3.3,2.85,2.2,2.9,3.0,2.25,3.2,2.75,2.3,3.25,2.8,2.25,3.2,2.75,2.05,1.65,2.37,1.55,2.35,1.53,-0.5,1.9,1.94,-0.25,1.95,1.95,-0.25,,,,,,1669.41,1752.05
SP1,02/03/05,Real Madrid,Betis,3,1,H,2,0,H,1.5,3.5,6.0,1.47,4.0,5.8,1.52,3.75,6.5,1.55,3.4,5.0,1.57,3.5,5.0,1.5,3.75,6.0,1.44,3.6,6.5,1.65,2.05,1.8,2.0,2.25,1.46,-1.5,2.12,1.72,-1.0,2.05,1.85,-1.0,,,,,,1812.0,1758.26
SP1,02/03/05,Santander,Ath Madrid,2,1,H,1,1,D,2.37,3.2,2.62,2.35,3.2,2.75,2.5,3.2,2.75,2.3,2.9,2.8,2.5,3.2,2.5,2.4,3.2,2.7,2.37,3.1,2.62,2.05,1.65,2.1,1.7,2.5,1.48,-0.5,1.78,2.06,0.0,1.8,2.1,0.0,,,,,,1624.39,1707.65
SP1,02/03/05,Sevilla,Valencia,2,2,D,1,1,D,2.25,3.25,2.75,2.2,3.25,2.95,2.25,3.2,3.1,2.3,3.0,2.7,2.2,3.2,2.8,2.2,3.2,3.0,2.1,3.1,3.1,2.0,1.7,2.1,1.7,2.25,1.57,-0.5,2.14,1.7,-0.25,2.2,1.7,-0.25,,,,,,1749.17,1785.07
SP1,02/03/05,Sociedad,Zaragoza,2,1,H,1,1,D,2.0,3.25,3.25,2.0,3.25,3.4,2.05,3.3,3.5,1.9,3.0,3.6,1.91,3.2,3.0,2.0,3.25,3.4,1.95,3.2,3.3,2.0,1.7,2.05,1.75,2.1,1.67,-0.5,2.04,1.8,-0.25,2.05,1.85,-0.25,,,,,,1676.6,1673.64
SP1,02/03/05,Villarreal,Mallorca,2,1,H,0,1,A,1.5,3.5,6.0,1.45,3.75,6.75,1.5,3.75,6.75,1.5,3.5,5.4,1.44,3.6,6.5,1.5,3.6,6.5,1.44,3.6,6.5,1.85,1.85,2.05,1.75,2.25,1.46,-1.5,1.84,2.0,-1.0,1.85,2.05,-1.0,,,,,,1746.05,1630.04
SP1,05/03/05,Ath Madrid,Sevilla,3,0,H,3,0,H,2.1,3.25,3.0,2.05,3.25,3.25,2.1,3.3,3.3,2.0,3.0,3.3,1.83,3.2,3.75,2.1,3.2,3.2,2.0,3.3,3.1,1.71,2.0,2.3,1.6,1.7,2.05,-0.25,2.12,1.72,-0.5,2.125,1.775,-0.5,,,,,,1695.75,1746.89
SP1,05/03/05,Osasuna,Barcelona,0,1,A,0,1,A,4.33,3.3,1.72,4.55,3.4,1.7,4.65,3.4,1.75,4.2,3.1,1.75,4.5,3.25,1.67,4.5,3.4,1.73,4.2,3.25,1.72,1.85,1.85,2.0,1.8,1.55,2.3,1.0,1.72,2.12,0.75,1.75,2.15,0.75,,,,,,1646.19,1862.2
SP1,05/03/05,Valencia,Real Madrid,1,1,D,1,1,D,2.4,3.2,2.87,2.5,3.15,2.6,2.5,3.2,2.7,2.3,3.0,2.7,2.5,3.2,2.5,2.5,3.2,2.7,2.37,3.1,2.62,1.85,1.85,2.1,1.7,1.65,2.15,0.0,2.04,1.8,-0.25,2.075,1.825,-0.25,,,,,,1787.35,1819.3
SP1,06/03/05,Ath Bilbao,Albacete,3,1,H,1,1,D,1.5,3.5,6.0,1.55,3.55,5.75,1.55,3.55,6.4,1.55,3.4,5.0,1.5,3.4,6.0,1.53,3.6,6.0,1.53,3.5,5.5,1.9,1.79,2.0,1.8,2.05,1.7,-1.0,1.76,2.08,-0.75,1.8,2.1,-0.75,,,,,,1740.17,1616.06
SP1,06/03/05,Betis,Getafe,2,2,D,1,1,D,1.5,3.5,6.0,1.4,4.0,7.25,1.45,3.95,7.25,1.45,3.6,5.8,1.4,3.75,7.0,1.44,3.75,7.0,1.4,3.75,7.0,1.79,1.9,2.05,1.75,2.15,1.65,-1.25,1.96,1.88,-1.0,2.0,1.9,-1.0,,,,,,1750.96,1653.37
SP1,06/03/05,Espanol,Levante,2,1,H,1,1,D,1.61,3.4,5.0,1.7,3.4,4.55,1.67,3.4,5.25,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.4,4.8,1.61,3.3,5.0,1.85,1.85,2.1,1.7,2.15,1.65,-1.0,1.94,1.9,-0.75,2.0,1.9,-0.75,,,,,,1727.31,1658.21
SP1,06/03/05,La Coruna,Malaga,1,0,H,1,0,H,1.61,3.4,5.0,1.6,3.5,5.25,1.67,3.4,5.25,1.55,3.4,5.0,1.73,3.2,4.33,1.67,3.4,5.5,1.66,3.3,4.5,1.75,1.95,2.1,1.7,2.05,1.7,-1.0,1.92,1.92,-0.75,1.875,2.025,-0.75,,,,,,1771.66,1681.29
SP1,06/03/05,Mallorca,Sociedad,3,2,H,2,2,D,2.1,3.25,3.0,2.2,3.25,2.95,2.25,3.25,3.0,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.25,2.88,2.2,3.25,2.75,1.85,1.85,2.05,1.75,1.6,2.2,0.0,1.98,1.86,-0.25,2.0,1.9,-0.25,,,,,,1624.44,1685.5
SP1,06/03/05,Numancia,Villarreal,1,1,D,0,1,A,2.75,3.25,2.25,3.15,3.25,2.1,3.05,3.2,2.25,2.8,2.9,2.3,2.8,3.2,2.2,3.0,3.2,2.2,2.75,3.2,2.25,1.71,2.0,2.3,1.6,2.2,1.6,0.0,1.88,1.96,0.25,1.9,2.0,0.25,,,,,,1600.77,1751.65
SP1,06/03/05,Zaragoza,Santander,1,0,H,0,0,D,1.72,3.3,4.33,1.75,3.35,4.3,1.76,3.3,4.75,1.8,3.0,4.0,1.73,3.2,4.33,1.75,3.25,4.5,1.66,3.3,4.5,1.75,1.95,2.05,1.75,1.5,2.45,-0.25,1.88,1.96,-0.5,1.875,2.025,-0.5,,,,,,1664.74,1636.29
SP1,12/03/05,Barcelona,Ath Bilbao,2,0,H,2,0,H,1.4,3.75,7.5,1.4,4.0,7.25,1.45,4.0,7.25,1.45,3.6,5.8,1.44,3.6,6.5,1.4,4.0,7.5,1.4,3.75,7.0,1.85,1.85,2.0,1.8,1.73,2.0,-1.0,1.8,2.04,-1.0,1.875,2.025,-1.0,,,,,,1870.67,1745.57
SP1,12/03/05,Malaga,Betis,1,2,A,1,2,A,2.2,3.2,2.87,2.1,3.25,3.15,2.25,3.2,3.1,2.1,2.9,3.2,2.2,3.2,2.8,2.2,3.2,3.0,2.15,3.1,3.0,2.0,1.7,2.2,1.65,1.9,1.82,-0.25,2.04,1.8,-0.25,2.075,1.825,-0.25,,,,,,1675.03,1744.53
SP1,13/03/05,Albacete,La Coruna,0,1,A,0,1,A,2.87,3.2,2.2,2.95,3.25,2.2,3.0,3.2,2.3,2.8,2.9,2.3,2.75,3.0,2.38,2.9,3.2,2.25,2.75,3.1,2.3,2.05,1.65,2.2,1.65,1.82,1.9,0.25,1.84,2.0,0.25,1.825,2.075,0.25,,,,,,1610.66,1777.92
SP1,13/03/05,Ath Madrid,Valencia,1,0,H,1,0,H,2.37,3.2,2.62,2.35,3.2,2.75,2.45,3.25,2.75,2.5,3.0,2.5,2.25,3.2,2.75,2.38,3.2,2.75,2.25,3.2,2.75,2.0,1.7,2.2,1.65,1.73,2.0,0.0,1.84,2.0,0.0,1.875,2.025,0.0,,,,,,1706.5,1784.93
SP1,13/03/05,Getafe,Real Madrid,2,1,H,1,0,H,4.33,3.25,1.72,4.85,3.45,1.65,5.0,3.35,1.73,4.4,3.1,1.7,4.5,3.25,1.67,4.6,3.4,1.7,4.5,3.2,1.7,1.9,1.8,2.0,1.8,2.01,1.73,0.5,1.7,2.14,0.75,1.75,2.15,0.75,,,,,,1659.8,1821.72
SP1,13/03/05,Levante,Osasuna,4,0,H,3,0,H,1.9,3.25,3.5,2.05,3.25,3.25,2.05,3.2,3.6,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.25,3.4,1.95,3.2,3.3,2.0,1.7,2.25,1.61,1.77,1.95,-0.25,1.84,2.0,-0.25,1.85,2.05,-0.25,,,,,,1651.36,1637.72
SP1,13/03/05,Santander,Mallorca,3,0,H,2,0,H,1.9,3.25,3.5,1.75,3.35,4.3,1.95,3.3,3.8,1.9,3.0,3.6,1.91,3.2,3.5,1.95,3.25,3.6,1.9,3.2,3.5,1.95,1.75,2.1,1.7,1.77,1.95,-0.25,2.0,1.84,-0.5,2.0,1.9,-0.5,,,,,,1628.21,1635.54
SP1,13/03/05,Sevilla,Zaragoza,0,1,A,0,1,A,1.72,3.25,4.33,1.6,3.5,5.25,1.73,3.35,5.0,1.7,3.1,4.4,1.73,3.2,4.33,1.7,3.4,4.6,1.7,3.2,4.5,1.9,1.8,2.15,1.66,1.83,1.88,-0.75,1.94,1.9,-0.75,1.975,1.925,-0.75,,,,,,1736.14,1672.82
SP1,13/03/05,Sociedad,Numancia,2,1,H,1,0,H,1.61,3.4,5.0,1.55,3.5,5.4,1.65,3.45,5.5,1.6,3.3,4.8,1.67,3.25,4.5,1.62,3.5,5.0,1.57,3.3,5.5,1.95,1.75,2.05,1.75,1.77,1.95,-0.25,1.86,1.98,-0.75,1.85,2.05,-0.75,,,,,,1674.4,1602.59
SP1,13/03/05,Villarreal,Espanol,4,1,H,1,1,D,1.83,3.25,3.75,1.75,3.35,4.3,1.85,3.25,4.35,1.85,3.0,3.8,1.73,3.2,4.33,1.85,3.25,4.0,1.8,3.3,3.75,1.95,1.75,2.05,1.75,1.85,1.86,-0.5,1.9,1.94,-0.5,1.9,2.0,-0.5,,,,,,1749.83,1734.16
SP1,16/03/05,Ath Bilbao,Getafe,1,2,A,1,0,H,1.57,3.4,5.5,1.45,3.75,7.0,1.5,3.6,6.5,1.5,3.5,5.4,1.44,3.6,6.5,1.53,3.5,6.0,1.53,3.5,5.5,1.95,1.75,2.05,1.75,1.5,2.32,-0.5,2.08,1.76,-1.0,1.8,2.1,-0.75,,,,,,1740.2,1674.5
SP1,19/03/05,Betis,Albacete,2,1,H,1,0,H,1.5,3.5,6.0,1.5,3.5,6.75,1.5,3.75,6.75,1.4,3.7,6.5,1.44,3.6,6.5,1.44,3.75,7.0,1.44,3.6,6.5,1.85,1.85,1.85,1.95,1.8,2.0,-1.0,1.82,2.02,-1.0,1.85,2.05,-1.0,,,,,,1758.12,1600.55
SP1,19/03/05,Espanol,Sociedad,2,2,D,1,1,D,1.72,3.25,4.33,1.8,3.35,4.0,1.77,3.4,4.5,1.8,3.0,4.0,1.62,3.25,5.0,1.73,3.3,4.5,1.7,3.3,4.33,1.85,1.85,1.95,1.85,2.0,1.8,-0.75,1.98,1.86,-0.75,2.05,1.85,-0.75,,,,,,1725.67,1681.18
SP1,19/03/05,La Coruna,Barcelona,0,1,A,0,1,A,2.87,3.2,2.4,2.85,3.25,2.25,2.9,3.2,2.38,2.5,3.0,2.5,2.8,3.2,2.2,2.88,3.2,2.38,2.75,3.1,2.3,1.9,1.79,2.05,1.75,2.05,1.7,0.0,1.74,2.1,0.25,1.75,2.15,0.25,,,,,,1788.03,1876.04
SP1,20/03/05,Ath Bilbao,Levante,3,1,H,1,0,H,1.66,3.4,4.5,1.6,3.5,5.25,1.67,3.4,5.35,1.6,3.3,4.8,1.67,3.25,4.5,1.67,3.4,4.8,1.66,3.4,4.33,1.79,1.9,1.9,1.9,1.9,1.9,-0.75,1.96,1.88,-0.75,1.95,1.95,-0.75,,,,,,1722.15,1659.91
SP1,20/03/05,Mallorca,Sevilla,0,1,A,0,1,A,2.3,3.2,2.7,2.4,3.2,2.7,2.45,3.2,2.8,2.4,3.0,2.6,2.38,3.2,2.6,2.38,3.2,2.7,2.37,3.1,2.62,1.85,1.85,2.0,1.8,1.8,2.0,0.0,1.78,2.06,0.0,1.775,2.125,0.0,,,,,,1626.3,1718.16
SP1,20/03/05,Numancia,Santander,2,3,A,2,2,D,2.25,3.25,2.75,2.3,3.2,2.8,2.35,3.2,2.95,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.25,2.8,2.3,3.1,2.75,2.0,1.71,2.2,1.65,2.05,1.77,-0.25,2.04,1.8,-0.25,2.05,1.85,-0.25,,,,,,1595.81,1637.45
SP1,20/03/05,Real Madrid,Malaga,1,0,H,0,0,D,1.33,4.33,7.5,1.35,4.25,8.0,1.4,4.25,7.75,1.3,4.2,8.0,1.4,3.75,7.0,1.36,4.5,7.0,1.3,4.33,8.0,1.71,2.0,1.7,2.1,1.95,1.85,-1.25,1.98,1.86,-1.25,2.0,1.9,-1.25,,,,,,1807.02,1661.44
SP1,20/03/05,Valencia,Getafe,3,1,H,2,0,H,1.44,3.75,6.5,1.35,4.25,8.0,1.5,3.75,7.0,1.45,3.6,5.8,1.44,3.6,6.5,1.44,4.0,6.5,1.44,3.6,6.5,1.9,1.79,2.0,1.8,1.85,1.95,-1.0,1.92,1.92,-1.0,1.925,1.975,-1.0,,,,,,1773.21,1692.55
SP1,20/03/05,Zaragoza,Ath Madrid,0,0,D,0,0,D,2.1,3.25,3.0,2.15,3.25,3.05,2.15,3.2,3.33,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.2,3.2,1.95,3.25,3.3,2.05,1.65,2.1,1.7,1.85,1.95,-0.25,1.9,1.94,-0.25,1.9,2.0,-0.25,,,,,,1690.8,1718.22
