Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
SC3,11/03/03,Morton,Stirling,2,2,D,1,0,H,1.72,3.6,3.75,1.8,3.5,3.5,1.73,3.5,3.75,1.73,3.5,3.75,1.83,3.6,3.3,1138.62,1045.05
SC3,12/03/03,East Stirling,Montrose,0,3,A,0,1,A,2.75,3.5,2.1,2.6,3.5,2.2,2.38,3.5,2.38,2.6,3.4,2.2,2.87,3.6,2.0,869.88,967.34
SC3,15/03/03,East Fife,Albion Rvs,1,1,D,0,1,A,1.9,3.5,3.2,1.85,3.5,3.3,2.0,3.4,3.0,1.91,3.4,3.2,2.0,3.4,3.0,1151.8,1131.76
SC3,15/03/03,Elgin,Montrose,0,2,A,0,1,A,2.25,3.5,2.5,2.15,3.5,2.65,2.2,3.5,2.62,2.2,3.4,2.6,2.3,3.4,2.5,961.49,979.93
SC3,15/03/03,Gretna,Queens Park,0,1,A,0,0,D,1.83,3.5,3.4,2.1,3.5,2.75,1.73,3.5,3.75,1.91,3.5,3.1,2.1,3.5,2.75,1087.55,963.82
SC3,15/03/03,Morton,East Stirling,2,1,H,1,0,H,1.28,5.0,7.0,1.3,4.4,7.5,1.29,5.0,7.0,1.25,4.75,8.0,1.25,5.0,8.0,1132.3,857.29
SC3,15/03/03,Stirling,Peterhead,2,1,H,2,1,H,2.5,3.5,2.25,2.65,3.5,2.15,2.5,3.5,2.25,2.6,3.4,2.2,2.75,3.5,2.1,1051.37,1137.73
SC3,19/03/03,Stirling,Queens Park,1,0,H,0,0,D,1.72,3.6,3.75,1.73,3.6,3.75,1.62,4.0,4.0,1.73,3.5,3.75,1.8,3.6,3.4,1063.38,983.41
SC3,22/03/03,Elgin,Albion Rvs,0,1,A,0,0,D,3.75,3.6,1.727,3.3,3.5,1.85,4.0,3.6,1.67,3.4,3.5,1.8,3.4,3.6,1.8,946.11,1135.91
SC3,22/03/03,Gretna,East Stirling,3,1,H,1,0,H,1.5,3.8,5.0,1.45,3.9,5.45,1.5,4.0,5.0,1.444,3.8,5.5,1.44,4.0,5.5,1067.96,854.7
SC3,22/03/03,Morton,Montrose,1,0,H,1,0,H,1.5,3.8,5.0,1.5,3.75,5.1,1.53,3.75,5.0,1.5,3.75,5.0,1.53,3.6,5.0,1134.89,995.31
SC3,22/03/03,Queens Park,Peterhead,1,2,A,0,2,A,3.5,3.5,1.8,3.2,3.3,1.95,3.4,3.5,1.83,3.25,3.5,1.833,3.0,3.4,2.0,976.86,1125.72
SC3,22/03/03,Stirling,East Fife,1,2,A,0,0,D,2.75,3.5,2.1,3.0,3.4,2.0,2.38,3.5,2.38,2.7,3.5,2.1,3.0,3.4,2.0,1069.93,1147.65
SC3,29/03/03,Elgin,Albion Rvs,1,2,A,1,0,H,4.0,3.6,1.66,4.15,3.5,1.67,5.0,3.5,1.57,4.0,3.6,1.67,4.33,3.6,1.61,936.77,1145.25
SC3,29/03/03,Gretna,Morton,0,1,A,0,0,D,3.2,3.5,1.9,3.25,3.35,1.92,2.88,3.4,2.1,3.0,3.4,2.0,3.3,3.6,1.83,1071.5,1139.92
SC3,29/03/03,Peterhead,Queens Park,3,1,H,2,0,H,1.44,3.75,6.0,1.5,3.7,5.25,1.44,4.0,5.5,1.44,4.0,5.5,1.5,4.33,4.33,1136.47,966.11
SC3,05/04/03,Albion Rvs,Morton,2,1,H,1,0,H,2.375,3.5,2.375,2.35,3.3,2.5,2.2,3.5,2.625,2.3,3.5,2.4,2.37,3.3,2.5,1153.97,1153.55
SC3,05/04/03,East Fife,Elgin,5,0,H,4,0,H,1.364,4.0,7.0,1.36,4.25,6.25,1.286,5.0,7.0,1.364,4.333,6.0,1.36,4.0,7.0,1160.95,928.05
SC3,05/04/03,East Stirling,Queens Park,0,2,A,0,1,A,3.0,3.4,2.0,3.05,3.45,1.95,3.2,3.5,1.909,3.2,3.4,1.909,3.4,3.6,1.8,851.16,961.76
SC3,05/04/03,Montrose,Stirling,0,1,A,0,0,D,2.5,3.5,2.25,2.55,3.4,2.25,2.625,3.5,2.2,2.5,3.5,2.25,2.8,3.4,2.1,990.28,1056.63
SC3,05/04/03,Peterhead,Gretna,1,0,H,0,0,D,1.444,3.75,6.0,1.45,3.8,5.65,1.444,4.0,5.5,1.444,3.6,6.0,1.44,3.75,6.0,1140.82,1057.87
SC3,12/04/03,East Stirling,Peterhead,1,1,D,0,0,D,6.0,4.5,1.364,6.2,4.2,1.4,5.5,4.0,1.444,6.0,4.0,1.4,6.0,4.5,1.36,839.04,1147.29
SC3,12/04/03,Gretna,East Fife,3,3,D,2,1,H,4.0,3.6,1.667,4.15,3.65,1.67,3.75,3.5,1.727,3.75,3.6,1.7,4.5,3.75,1.57,1051.4,1164.16
SC3,12/04/03,Montrose,Albion Rvs,1,1,D,1,1,D,3.75,3.6,1.727,4.0,3.6,1.7,4.0,3.6,1.667,3.6,3.6,1.727,4.5,3.75,1.57,976.57,1162.95
SC3,12/04/03,Morton,Elgin,2,0,H,0,0,D,1.333,4.5,6.5,1.33,4.5,7.0,1.286,5.0,7.0,1.333,4.333,6.5,1.28,5.0,9.0,1144.57,924.84
SC3,12/04/03,Queens Park,Stirling,3,3,D,1,2,A,2.75,3.5,2.1,2.82,3.4,2.15,2.75,3.5,2.1,2.6,3.4,2.2,2.87,3.6,2.0,973.88,1070.34
SC3,19/04/03,Albion Rvs,Queens Park,2,1,H,1,0,H,1.444,3.75,6.0,1.44,3.75,6.0,1.5,3.6,5.5,1.444,3.8,5.5,1.44,4.0,5.5,1159.9,973.75
SC3,19/04/03,East Fife,Morton,0,1,A,0,0,D,2.2,3.5,2.6,2.15,3.4,2.7,1.833,3.5,3.4,2.1,3.4,2.75,2.3,3.4,2.5,1163.7,1147.99
SC3,19/04/03,Elgin,East Stirling,3,0,H,2,0,H,1.8,3.5,3.5,1.91,3.5,3.2,2.0,3.4,3.0,1.8,3.5,3.4,2.0,3.6,2.87,921.42,845.75
SC3,19/04/03,Peterhead,Montrose,3,0,H,3,0,H,1.333,4.5,6.5,1.33,4.3,7.0,1.4,4.333,5.5,1.333,4.2,7.0,1.36,4.2,6.5,1140.58,979.62
SC3,19/04/03,Stirling,Gretna,1,0,H,1,0,H,1.8,3.5,3.5,1.81,3.5,3.5,1.615,3.5,4.5,1.75,3.5,3.6,1.72,3.6,3.75,1070.47,1051.86
SC3,26/04/03,Albion Rvs,Stirling,2,1,H,2,0,H,1.571,3.75,4.5,1.56,3.75,4.5,1.615,3.5,4.5,1.533,4.0,4.5,1.61,3.75,4.2,1163.94,1078.86
SC3,26/04/03,East Fife,Peterhead,0,2,A,0,0,D,2.2,3.5,2.6,2.22,3.4,2.6,2.25,3.5,2.5,2.2,3.5,2.6,2.3,3.4,2.5,1147.18,1145.13
SC3,26/04/03,Elgin,Queens Park,0,0,D,0,0,D,2.375,3.5,2.375,2.35,3.5,2.38,2.625,3.5,2.2,2.375,3.5,2.375,2.37,3.5,2.37,928.09,969.71
SC3,26/04/03,Montrose,East Stirling,5,4,H,3,2,H,1.727,3.6,3.75,1.65,3.65,4.0,1.667,3.6,4.0,1.667,3.6,4.0,1.61,3.75,4.2,975.07,839.08
SC3,26/04/03,Morton,Gretna,5,0,H,1,0,H,1.333,4.5,6.5,1.3,4.6,7.0,1.286,5.0,7.0,1.3,4.5,7.5,1.3,4.5,7.5,1164.51,1043.47
SC3,03/05/03,East Stirling,East Fife,0,4,A,0,2,A,7.0,5.0,1.286,7.0,4.9,1.3,8.0,4.5,1.286,7.0,4.75,1.286,6.5,4.5,1.33,833.97,1131.11
SC3,03/05/03,Gretna,Elgin,2,1,H,2,1,H,1.727,3.6,3.75,1.85,3.6,3.35,1.727,3.5,3.75,1.8,3.5,3.5,1.9,3.6,3.1,1038.0,926.01
SC3,03/05/03,Peterhead,Albion Rvs,0,0,D,0,0,D,2.1,3.5,2.75,2.0,3.5,3.0,2.0,3.4,3.0,2.0,3.5,2.875,2.1,3.4,2.8,1161.2,1170.35
SC3,03/05/03,Queens Park,Montrose,1,1,D,0,1,A,2.25,3.5,2.5,2.2,3.4,2.7,2.2,3.5,2.625,2.2,3.5,2.6,2.3,3.4,2.5,971.79,980.18
SC3,03/05/03,Stirling,Morton,0,3,A,0,2,A,3.75,3.6,1.727,3.5,3.6,1.8,3.5,3.5,1.8,3.6,3.6,1.75,3.4,3.6,1.8,1072.45,1169.98
SC3,10/05/03,Albion Rvs,East Stirling,3,1,H,3,1,H,1.167,6.0,10.0,1.22,4.9,10.0,1.167,6.0,10.0,1.167,5.5,11.0,1.16,6.5,9.0,1173.55,827.89
SC3,10/05/03,East Fife,Queens Park,1,0,H,0,0,D,1.2,5.5,9.0,1.25,5.0,8.0,1.2,5.5,9.0,1.222,5.0,8.5,1.25,5.5,7.0,1137.19,968.57
SC3,10/05/03,Elgin,Stirling,2,2,D,1,1,D,3.0,3.4,2.0,2.75,3.45,2.1,2.75,3.5,2.1,2.75,3.4,2.1,3.1,3.6,1.9,920.31,1059.86
SC3,10/05/03,Montrose,Gretna,0,1,A,0,1,A,2.375,3.5,2.375,2.3,3.5,2.45,2.2,3.5,2.625,2.3,3.5,2.4,2.37,3.5,2.37,983.4,1043.7
SC3,10/05/03,Morton,Peterhead,1,0,H,0,0,D,2.0,3.4,3.0,2.1,3.4,2.78,2.2,3.25,2.75,2.1,3.4,2.75,2.2,3.5,2.62,1182.57,1158.0
