Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,EloHome,EloAway
P1,18/04/04,Gil Vicente,Moreirense,1,0,H,1,0,H,2.0,3.2,3.2,1.95,3.2,3.4,1.8,3.1,3.8,2.0,3.2,3.2,2.0,3.3,3.1,2.0,1.65,1.95,1.65,-0.5,,,,,,,,,,,,,,,,,,1437.13,1483.09
P1,18/04/04,Pacos Ferreira,Guimaraes,1,0,H,0,0,D,2.375,3.2,2.625,2.5,3.2,2.45,2.5,3.0,2.5,2.4,3.1,2.6,2.8,3.1,2.15,2.0,1.65,1.9,1.9,0.0,,,,,,,,,,,,,,,,,,1380.59,1441.83
P1,18/04/04,Rio Ave,Academica,3,2,H,1,2,A,1.833,3.25,3.75,1.8,3.35,3.75,2.0,3.1,3.2,1.83,3.2,3.75,1.85,3.4,3.45,1.95,1.71,1.8,1.77,-0.5,,,,,,,,,,,,,,,,,,1478.75,1419.18
P1,19/04/04,Maritimo,Nacional,2,0,H,1,0,H,2.375,3.0,2.75,2.25,3.0,3.0,2.3,2.9,2.8,2.2,3.2,2.8,2.25,2.85,3.0,2.0,1.65,2.0,1.8,-0.25,,,,,,,,,,,,,,,,,,1481.67,1524.07
P1,23/04/04,Gil Vicente,Boavista,0,1,A,0,0,D,2.1,3.0,3.2,2.2,3.3,2.8,2.0,2.9,3.4,2.2,3.0,3.0,2.25,3.0,2.87,2.0,1.65,1.95,1.9,-0.5,,,,,,,,,,,,,,,,,,1447.7,1482.62
P1,24/04/04,Benfica,Est Amadora,3,1,H,2,0,H,1.1,7.0,13.0,1.08,7.0,16.0,1.12,6.5,13.0,1.1,6.5,15.0,1.1,6.5,17.0,,,1.12,4.53,-0.5,,,,,,,,,,,,,,,,,,1686.39,1307.98
P1,24/04/04,Leiria,Sp Lisbon,1,0,H,0,0,D,4.33,3.4,1.66,4.4,3.3,1.7,4.4,3.3,1.65,4.33,3.25,1.7,4.33,3.4,1.66,1.65,2.0,1.89,1.7,0.5,,,,,,,,,,,,,,,,,,1485.78,1656.81
P1,25/04/04,Academica,Pacos Ferreira,3,2,H,1,0,H,1.8,3.25,3.75,1.85,3.3,3.7,1.9,3.1,3.5,1.8,3.25,3.8,1.75,3.4,3.85,2.1,1.6,,,,,,,,,,,,,,,,,,,,,1412.05,1391.7
P1,25/04/04,Belenenses,Rio Ave,3,0,H,2,0,H,1.66,3.4,4.33,,,,,,,,,,1.6,3.5,4.3,,,,,,,,,,,,,,,,,,,,,,,1417.97,1485.88
P1,25/04/04,Moreirense,Maritimo,3,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.52,1492.12
P1,25/04/04,Nacional,Beira Mar,3,0,H,1,0,H,,,,,,,1.45,3.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.62,1421.29
P1,25/04/04,Porto,Alverca,1,0,H,0,0,D,1.2,5.5,9.0,1.25,5.0,9.0,1.25,4.5,9.0,1.17,6.0,10.0,1.16,6.0,10.0,1.55,2.2,1.25,3.21,-0.5,,,,,,,,,,,,,,,,,,1765.5,1366.61
P1,26/04/04,Guimaraes,Sp Braga,1,0,H,0,0,D,2.0,3.2,3.2,2.1,3.2,3.1,2.0,3.1,3.2,,,,1.8,3.3,3.55,2.1,1.6,2.1,1.57,-0.5,,,,,,,,,,,,,,,,,,1430.72,1489.71
P1,30/04/04,Rio Ave,Porto,1,0,H,1,0,H,,,,2.2,3.25,2.7,2.4,3.2,2.4,2.25,3.25,2.7,2.6,3.25,2.3,,,,,,,,,,,,,,,,,,,,,,,1474.53,1766.84
P1,02/05/04,Alverca,Nacional,2,1,H,0,1,A,1.72,3.5,3.75,,,,,,,1.6,3.75,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1365.27,1519.83
P1,02/05/04,Beira Mar,Moreirense,1,0,H,1,0,H,2.25,3.25,2.7,2.15,3.1,2.95,2.2,2.8,3.1,2.2,3.15,2.7,2.1,3.1,3.1,,,2.15,1.51,-0.5,,,,,,,,,,,,,,,,,,1415.08,1482.18
P1,02/05/04,Est Amadora,Guimaraes,0,1,A,0,0,D,5.0,3.8,1.5,,,,,,,5.5,4.2,1.4,6.5,4.2,1.36,,,,,,,,,,,,,,,,,,,,,,,1306.48,1441.75
P1,02/05/04,Leiria,Boavista,2,0,H,1,0,H,2.3,3.25,2.62,2.35,3.25,2.55,,,,2.3,3.3,2.6,2.3,3.25,2.62,,,2.35,1.43,-0.5,,,,,,,,,,,,,,,,,,1500.8,1497.43
P1,02/05/04,Maritimo,Gil Vicente,2,0,H,2,0,H,1.57,3.4,5.0,1.5,3.6,5.5,1.55,3.5,4.8,1.5,3.35,5.5,1.53,3.5,5.25,,,1.5,2.18,-0.5,,,,,,,,,,,,,,,,,,1482.46,1432.89
P1,02/05/04,Pacos Ferreira,Belenenses,1,1,D,0,1,A,3.2,3.75,1.83,,,,,,,4.0,3.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,1383.36,1429.32
P1,02/05/04,Sp Braga,Academica,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.68,1420.39
P1,02/05/04,Sp Lisbon,Benfica,0,1,A,0,0,D,2.25,3.2,2.75,2.2,3.05,2.9,2.2,2.9,3.0,2.25,3.0,2.87,2.2,3.1,2.88,,,2.2,1.49,-0.5,,,,,,,,,,,,,,,,,,1641.79,1687.89
P1,09/05/04,Academica,Est Amadora,4,1,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.22,1295.24
P1,09/05/04,Belenenses,Sp Braga,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.25,1485.85
P1,09/05/04,Benfica,Leiria,0,0,D,0,0,D,1.28,4.5,8.0,1.3,4.0,8.0,1.4,3.2,8.0,1.29,4.5,8.0,1.35,3.6,8.0,1.83,1.83,2.05,1.52,-1.5,,,,,,,,,,,,,,,,,,1702.31,1509.69
P1,09/05/04,Boavista,Maritimo,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.54,1489.89
P1,09/05/04,Gil Vicente,Beira Mar,3,0,H,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.46,1426.4
P1,09/05/04,Guimaraes,Sp Lisbon,0,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.99,1627.37
P1,09/05/04,Moreirense,Alverca,3,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.86,1379.72
P1,09/05/04,Nacional,Rio Ave,4,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.38,1493.32
P1,09/05/04,Porto,Pacos Ferreira,3,1,H,1,1,D,1.25,4.5,9.5,1.25,4.5,8.0,1.25,4.5,9.0,1.25,4.75,8.5,1.25,4.75,8.0,1.75,1.95,1.9,1.6,-1.5,,,,,,,,,,,,,,,,,,1748.05,1381.43
