Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,EloHome,EloAway
I2,25/01/04,Atalanta,Fiorentina,1,1,D,0.0,1.0,A,1.9,2.5,5.0,2.0,2.45,4.6,1.9,2.5,3.9,2.0,2.5,4.33,1.91,2.62,4.5,1.85,2.6,4.75,2.1,1.56,1.79,1.92,-0.25,,,,,,,,,,1652.76,1518.74
I2,25/01/04,Catania,Venezia,3,0,H,0.0,0.0,D,1.8,2.6,5.5,1.8,2.6,5.4,1.75,2.6,4.5,1.83,2.6,5.0,1.8,2.7,5.0,1.75,2.65,5.5,2.0,1.61,1.8,1.91,-0.5,,,,,,,,,,1476.94,1440.3
I2,25/01/04,Livorno,Albinoleffe,3,0,H,1.0,0.0,H,1.72,2.75,5.5,1.7,2.7,6.0,1.65,2.7,4.8,1.73,2.7,5.5,1.7,2.8,5.5,1.65,2.75,6.0,1.9,1.7,1.95,1.77,-0.75,,,,,,,,,,1509.67,1470.11
I2,25/01/04,Palermo,Salernitana,0,2,A,0.0,0.0,D,1.57,3.25,5.5,1.5,3.2,6.8,1.5,3.0,5.5,1.5,3.2,6.5,1.5,3.25,6.5,1.55,3.0,6.5,1.85,1.74,1.95,1.77,-1.0,,,,,,,,,,1580.55,1424.77
I2,25/01/04,Pescara,Como,1,1,D,1.0,0.0,H,1.8,2.6,5.5,1.8,2.6,5.3,1.75,2.6,4.5,1.75,2.62,5.5,1.8,2.7,5.0,1.7,2.7,5.75,2.1,1.56,1.75,1.97,-0.5,,,,,,,,,,1478.3,1448.13
I2,25/01/04,Torino,Avellino,2,2,D,1.0,1.0,D,1.36,3.75,8.0,1.4,3.5,8.0,1.35,3.2,8.0,1.36,3.75,7.5,1.33,4.0,8.0,1.45,3.5,6.25,1.74,1.85,1.9,1.83,-1.25,,,,,,,,,,1522.92,1376.01
I2,25/01/04,Treviso,Genoa,1,0,H,0.0,0.0,D,1.83,2.62,5.0,1.85,2.55,5.1,1.85,2.5,4.2,1.83,2.6,5.0,1.83,2.7,4.75,1.85,2.6,4.75,2.0,1.61,1.9,1.81,-0.5,,,,,,,,,,1498.6,1418.06
I2,25/01/04,Triestina,Messina,1,1,D,0.0,0.0,D,2.25,2.5,3.6,2.2,2.4,3.9,2.2,2.4,3.3,2.25,2.4,3.6,2.25,2.5,3.6,2.2,2.4,3.75,1.95,1.66,1.92,1.79,-0.25,,,,,,,,,,1517.71,1538.87
I2,25/01/04,Vicenza,Piacenza,0,1,A,0.0,1.0,A,2.5,2.4,3.25,2.4,2.35,3.5,2.4,2.3,3.0,2.38,2.4,3.4,2.4,2.4,3.4,2.4,2.3,3.5,2.2,1.51,1.77,1.95,0.0,,,,,,,,,,1496.72,1557.91
I2,26/01/04,Ternana,Bari,0,0,D,0.0,0.0,D,1.66,2.8,6.0,1.7,2.7,6.0,1.65,2.7,4.8,1.67,2.7,6.0,1.67,2.88,5.5,1.6,2.8,6.75,1.9,1.7,1.8,1.91,-0.75,,,,,,,,,,1576.59,1460.29
I2,30/01/04,Messina,Livorno,2,1,H,0.0,0.0,D,2.1,2.5,4.0,2.0,2.45,4.6,2.0,2.4,3.8,1.9,2.5,5.0,2.05,2.5,4.2,2.1,2.4,4.2,2.1,1.56,2.0,1.73,-0.5,,,,,,,,,,1541.66,1517.4
I2,01/02/04,Albinoleffe,Treviso,1,0,H,1.0,0.0,H,2.5,2.5,3.1,2.5,2.45,3.15,2.5,2.4,2.8,2.4,2.4,3.4,2.5,2.5,3.1,2.35,2.35,3.5,2.1,1.56,1.77,1.95,0.0,,,,,,,,,,1462.38,1505.13
I2,01/02/04,Avellino,Triestina,1,0,H,0.0,0.0,D,2.75,2.5,2.75,2.7,2.6,2.7,2.6,2.5,2.6,2.8,2.7,2.5,2.8,2.6,2.6,2.9,2.35,2.75,1.85,1.74,1.85,1.85,0.0,,,,,,,,,,1383.65,1514.92
I2,01/02/04,Bari,Vicenza,2,1,H,1.0,1.0,D,1.909,2.625,4.5,1.85,2.6,5.0,1.85,2.5,4.2,1.8,2.7,5.0,1.9,2.62,4.5,2.1,2.5,3.85,2.2,1.51,1.85,1.86,-0.5,,,,,,,,,,1467.2,1482.83
I2,01/02/04,Cagliari,Catania,2,1,H,0.0,0.0,D,1.909,2.625,4.5,1.8,2.7,5.0,1.8,2.6,4.2,1.75,2.7,5.5,1.85,2.75,4.5,1.8,2.5,5.5,1.8,1.8,1.8,1.91,-0.5,,,,,,,,,,1516.66,1484.76
I2,01/02/04,Como,Napoli,2,0,H,0.0,0.0,D,2.375,2.5,3.25,2.4,2.4,3.4,2.4,2.4,2.9,2.5,2.4,3.25,2.4,2.4,3.4,2.7,2.1,3.5,2.45,1.41,1.77,1.95,0.0,,,,,,,,,,1452.61,1484.24
I2,01/02/04,Fiorentina,Pescara,1,1,D,1.0,0.0,H,1.571,3.0,6.5,1.5,3.1,7.2,1.45,3.1,6.0,1.444,3.3,7.5,1.53,3.1,6.5,1.55,2.9,7.0,1.9,1.7,1.8,1.91,-1.0,,,,,,,,,,1526.08,1473.82
I2,01/02/04,Genoa,Ascoli,1,1,D,1.0,1.0,D,2.0,2.625,4.0,2.0,2.5,4.4,2.0,2.5,3.6,2.1,2.4,4.2,2.05,2.6,4.0,2.2,2.4,3.75,1.95,1.66,2.0,1.73,-0.5,,,,,,,,,,1411.53,1482.94
I2,01/02/04,Salernitana,Torino,2,0,H,0.0,0.0,D,2.3,2.5,3.4,2.25,2.5,3.5,2.2,2.5,3.1,2.25,2.5,3.6,2.3,2.5,3.4,2.3,2.4,3.5,2.1,1.56,1.73,2.0,0.0,,,,,,,,,,1445.11,1515.28
I2,01/02/04,Venezia,Atalanta,1,0,H,0.0,0.0,D,3.2,2.5,2.4,3.1,2.45,2.5,2.9,2.4,2.4,3.2,2.5,2.4,3.2,2.5,2.4,3.3,2.4,2.4,2.2,1.51,1.7,2.05,0.25,,,,,,,,,,1432.48,1645.42
I2,01/02/04,Verona,Ternana,3,2,H,3.0,0.0,H,2.625,2.625,2.75,2.6,2.5,2.9,2.6,2.4,2.7,2.6,2.5,2.9,2.6,2.5,2.9,2.5,2.5,3.0,2.0,1.61,1.81,1.9,0.0,,,,,,,,,,1464.23,1569.68
I2,02/02/04,Piacenza,Palermo,2,2,D,1.0,0.0,H,2.25,2.5,3.6,2.3,2.45,3.5,2.3,2.4,3.0,2.2,2.6,3.5,2.3,2.5,3.4,2.2,2.5,3.6,2.45,1.41,2.05,1.7,-0.25,,,,,,,,,,1571.8,1560.21
I2,06/02/04,Treviso,Verona,0,2,A,0.0,1.0,A,1.909,2.625,4.5,2.0,2.5,4.5,1.9,2.5,4.0,2.0,2.5,4.333,1.9,2.6,4.6,1.9,2.6,4.25,2.1,1.62,2.0,1.73,-0.5,,,,,,,,,,1494.67,1476.93
I2,08/02/04,Ascoli,Salernitana,0,0,D,0.0,0.0,D,2.25,2.625,3.5,2.3,2.5,3.5,2.3,2.5,2.9,2.3,2.6,3.2,2.25,2.6,3.4,2.2,2.45,3.5,1.95,1.66,1.86,1.85,-0.25,,,,,,,,,,1483.97,1456.54
I2,08/02/04,Atalanta,Piacenza,0,1,A,0.0,1.0,A,2.0,2.5,4.5,2.0,2.45,4.6,1.9,2.4,4.2,2.1,2.5,4.0,2.0,2.5,4.5,1.95,2.45,4.4,2.2,1.51,1.8,1.91,-0.25,,,,,,,,,,1628.99,1567.92
I2,08/02/04,Catania,Como,0,0,D,0.0,0.0,D,1.727,2.75,6.0,1.8,2.6,5.5,1.7,2.7,4.4,1.727,2.7,5.5,1.72,2.8,5.2,1.75,2.65,5.0,2.0,1.61,1.8,1.91,-0.5,,,,,,,,,,1476.79,1462.68
I2,08/02/04,Livorno,Genoa,1,1,D,1.0,1.0,D,1.727,2.75,6.0,1.8,2.6,5.5,1.7,2.7,4.4,1.8,2.5,5.5,1.7,2.8,5.5,1.7,2.65,5.5,2.0,1.61,1.8,1.91,-0.5,,,,,,,,,,1509.19,1410.5
I2,08/02/04,Napoli,Messina,1,0,H,0.0,0.0,D,2.5,2.5,3.2,2.5,2.4,3.2,2.5,2.4,2.8,2.6,2.5,2.9,2.5,2.5,3.1,2.5,2.4,3.0,2.2,1.51,1.73,2.0,0.0,,,,,,,,,,1474.17,1549.87
I2,08/02/04,Palermo,Avellino,1,1,D,1.0,0.0,H,1.333,4.0,8.5,1.3,4.2,8.5,1.35,3.3,7.5,1.333,4.0,8.0,1.33,4.0,8.0,1.4,3.45,7.0,1.7,1.9,1.77,1.95,-1.25,,,,,,,,,,1564.09,1397.27
I2,08/02/04,Pescara,Cagliari,0,1,A,0.0,1.0,A,2.4,2.5,3.25,2.35,2.45,3.4,2.3,2.4,3.0,2.3,2.5,3.4,2.3,2.5,3.4,2.2,2.45,3.5,1.95,1.66,1.77,1.95,0.0,,,,,,,,,,1478.97,1524.63
I2,08/02/04,Ternana,Albinoleffe,0,0,D,0.0,0.0,D,1.5,3.25,7.0,1.5,3.2,7.0,1.5,3.0,5.5,1.444,3.4,7.0,1.5,3.25,6.5,1.45,3.25,6.75,1.74,1.85,1.91,1.8,-1.0,,,,,,,,,,1556.98,1472.84
I2,08/02/04,Triestina,Fiorentina,2,1,H,1.0,1.0,D,2.4,2.5,3.25,2.4,2.45,3.4,2.4,2.4,2.9,2.25,2.6,3.3,2.37,2.5,3.25,2.35,2.45,3.2,1.95,1.66,2.05,1.7,-0.25,,,,,,,,,,1501.3,1520.93
I2,08/02/04,Vicenza,Venezia,3,1,H,2.0,1.0,H,2.2,2.5,3.75,2.15,2.5,3.85,2.1,2.4,3.5,2.0,2.5,4.333,2.2,2.5,3.75,2.15,2.3,4.0,2.2,1.51,1.82,1.89,-0.25,,,,,,,,,,1473.31,1448.91
I2,09/02/04,Torino,Bari,3,2,H,2.0,1.0,H,1.8,2.75,5.0,1.85,2.6,5.0,1.85,2.4,4.4,1.9,2.6,4.5,1.8,2.7,5.0,1.85,2.6,4.5,1.95,1.66,1.85,1.86,-0.5,,,,,,,,,,1503.85,1476.72
I2,13/02/04,Albinoleffe,Atalanta,0,4,A,0.0,2.0,A,3.5,2.75,2.1,4.0,2.7,1.95,3.5,2.5,2.0,4.0,2.8,1.9,4.0,2.7,2.0,4.25,2.8,1.8,1.95,1.66,1.92,1.79,0.25,,,,,,,,,,1478.91,1611.08
I2,15/02/04,Avellino,Livorno,1,1,D,0.0,1.0,A,2.5,2.5,3.1,2.55,2.6,2.85,2.5,2.5,2.7,2.5,2.625,2.875,2.5,2.6,2.9,2.5,2.4,3.1,1.95,1.66,1.85,1.85,0.0,,,,,,,,,,1405.34,1502.73
I2,15/02/04,Bari,Treviso,0,0,D,0.0,0.0,D,1.909,2.625,4.5,1.9,2.65,4.5,1.85,2.5,4.1,1.833,2.6,5.0,1.9,2.62,4.5,1.95,2.5,4.25,2.2,1.51,1.9,1.67,-0.5,,,,,,,,,,1468.6,1478.09
I2,15/02/04,Cagliari,Palermo,3,2,H,1.0,0.0,H,2.2,2.5,3.75,2.25,2.5,3.5,2.2,2.4,3.3,2.2,2.5,3.6,2.25,2.5,3.6,2.2,2.5,3.4,1.9,1.7,2.0,1.73,-0.25,,,,,,,,,,1539.07,1556.02
I2,15/02/04,Como,Ascoli,2,1,H,0.0,1.0,A,2.3,2.5,3.4,2.25,2.5,3.5,2.2,2.4,3.3,2.0,2.625,4.0,2.25,2.5,3.6,2.35,2.4,3.3,2.2,1.51,2.0,1.73,-0.25,,,,,,,,,,1466.64,1479.58
I2,15/02/04,Fiorentina,Vicenza,1,1,D,0.0,1.0,A,1.8,2.7,5.0,1.75,2.65,5.5,1.7,2.5,5.1,1.727,2.7,5.5,1.72,2.75,5.5,1.75,2.55,5.5,1.95,1.66,2.0,1.73,-0.75,,,,,,,,,,1511.27,1481.52
I2,15/02/04,Genoa,Torino,2,1,H,1.0,1.0,D,2.4,2.5,3.25,2.35,2.45,3.4,2.4,2.4,2.9,2.25,2.5,3.5,2.37,2.5,3.25,2.4,2.4,3.2,2.2,1.51,1.77,1.95,0.0,,,,,,,,,,1416.96,1511.97
I2,15/02/04,Messina,Ternana,1,1,D,1.0,1.0,D,2.25,2.5,3.5,2.25,2.45,3.6,2.2,2.4,3.3,2.2,2.5,3.6,2.25,2.5,3.6,2.15,2.5,3.55,1.9,1.7,2.0,1.73,-0.25,,,,,,,,,,1538.24,1550.91
I2,15/02/04,Piacenza,Napoli,2,3,A,1.0,1.0,D,1.727,2.75,5.5,1.75,2.75,5.2,1.7,2.6,4.8,1.727,2.7,5.5,1.72,2.75,5.5,1.7,2.55,6.0,2.45,1.41,2.0,1.73,-0.75,,,,,,,,,,1585.83,1485.8
I2,15/02/04,Venezia,Pescara,2,0,H,1.0,0.0,H,2.1,2.5,4.0,2.0,2.55,4.3,2.0,2.5,3.5,2.0,2.5,4.333,2.0,2.5,4.5,2.05,2.6,3.65,2.3,1.46,1.79,1.92,-0.25,,,,,,,,,,1440.7,1464.53
I2,15/02/04,Verona,Catania,0,0,D,0.0,0.0,D,2.0,2.625,4.2,2.0,2.55,4.3,1.9,2.5,3.9,1.9,2.625,4.5,2.0,2.6,4.2,2.0,2.6,3.8,1.9,1.7,2.0,1.6,-0.5,,,,,,,,,,1493.51,1472.83
I2,16/02/04,Salernitana,Triestina,2,2,D,2.0,0.0,H,2.1,2.625,3.75,2.0,2.55,4.3,2.0,2.5,3.5,2.0,2.5,4.333,2.0,2.6,4.2,2.0,2.6,3.8,2.2,1.51,1.79,1.92,-0.25,,,,,,,,,,1460.93,1510.96
I2,20/02/04,Pescara,Ascoli,2,1,H,1.0,0.0,H,2.1,2.6,3.75,2.0,2.5,4.4,2.0,2.4,3.8,2.1,2.5,4.0,2.1,2.6,3.8,2.05,2.4,4.35,2.1,1.56,1.82,1.89,-0.25,,,,,,,,,,1454.73,1470.15
I2,22/02/04,Atalanta,Genoa,1,0,H,0.0,0.0,D,1.615,2.8,6.5,1.65,2.8,6.0,1.6,2.75,5.2,1.7,2.625,6.0,1.57,3.0,6.5,1.6,2.8,6.5,2.0,1.61,1.85,1.85,-0.75,,,,,,,,,,1622.43,1429.28
I2,22/02/04,Bari,Verona,1,2,A,0.0,1.0,A,2.2,2.6,3.5,2.0,2.5,4.4,2.0,2.4,3.8,2.0,2.5,4.333,2.1,2.6,3.75,2.1,2.4,4.1,1.95,1.66,1.73,2.0,-0.25,,,,,,,,,,1465.42,1489.33
I2,22/02/04,Catania,Salernitana,2,0,H,0.0,0.0,D,2.2,2.6,3.5,2.1,2.5,4.0,2.1,2.4,3.5,2.1,2.625,3.6,2.2,2.6,3.5,2.1,2.4,4.1,2.0,1.61,1.77,1.95,-0.25,,,,,,,,,,1477.01,1459.14
I2,22/02/04,Fiorentina,Albinoleffe,2,1,H,1.0,0.0,H,1.571,3.0,6.5,1.45,3.35,7.0,1.5,2.8,6.4,1.444,3.4,7.0,1.57,3.0,6.5,1.6,2.8,6.5,1.8,1.8,1.85,1.86,-1.0,,,,,,,,,,1506.81,1467.56
I2,22/02/04,Livorno,Triestina,1,1,D,0.0,1.0,A,2.0,2.5,4.5,1.85,2.6,4.9,1.9,2.5,4.0,1.9,2.625,4.5,1.9,2.7,4.33,1.85,2.5,5.1,2.0,1.61,1.67,2.1,-0.25,,,,,,,,,,1502.82,1512.75
I2,22/02/04,Napoli,Avellino,1,0,H,0.0,0.0,D,1.615,2.8,6.5,1.6,2.9,6.25,1.65,2.7,5.3,1.6,3.0,6.0,1.66,2.8,6.0,1.7,2.5,6.8,1.95,1.66,1.87,1.84,-0.75,,,,,,,,,,1504.79,1405.25
I2,22/02/04,Ternana,Palermo,1,1,D,1.0,1.0,D,2.2,2.6,3.5,2.35,2.4,3.5,2.3,2.3,3.2,2.3,2.4,3.6,2.3,2.5,3.4,2.15,2.4,3.95,1.95,1.66,2.1,1.67,-0.25,,,,,,,,,,1553.99,1546.45
I2,22/02/04,Treviso,Cagliari,0,0,D,0.0,0.0,D,2.5,2.5,3.1,2.55,2.4,3.1,2.4,2.4,2.9,2.5,2.5,3.0,2.5,2.5,3.1,2.4,2.4,3.3,1.9,1.7,2.55,1.35,-0.5,,,,,,,,,,1481.27,1548.64
I2,22/02/04,Venezia,Piacenza,0,0,D,0.0,0.0,D,2.5,2.5,3.1,2.5,2.4,3.2,2.5,2.4,2.8,2.5,2.5,3.0,2.6,2.5,2.9,2.5,2.3,3.3,2.1,1.56,1.73,2.0,0.0,,,,,,,,,,1450.5,1566.84
I2,22/02/04,Vicenza,Messina,2,1,H,0.0,1.0,A,2.5,2.5,3.1,2.4,2.45,3.3,2.4,2.3,3.0,2.4,2.5,3.2,2.5,2.5,3.1,2.4,2.3,3.5,2.0,1.61,2.05,1.7,-0.25,,,,,,,,,,1485.98,1535.16
I2,23/02/04,Torino,Como,1,0,H,1.0,0.0,H,1.8,2.7,5.0,1.65,2.75,6.2,1.7,2.7,4.5,1.727,2.7,5.5,1.66,2.8,6.0,1.85,2.5,5.25,1.95,1.66,1.85,1.85,-0.75,,,,,,,,,,1499.65,1476.07
I2,27/02/04,Avellino,Venezia,1,0,H,0.0,0.0,D,2.3,2.625,3.2,2.45,2.5,3.1,2.2,2.5,3.1,2.2,2.6,3.4,2.25,2.6,3.4,2.5,2.5,3.0,1.95,1.66,1.97,1.75,-0.25,,,,,,,,,,1399.23,1451.09
I2,27/02/04,Genoa,Ternana,4,1,H,3.0,0.0,H,2.5,2.5,3.1,2.42,2.5,3.15,2.4,2.5,2.8,2.5,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.15,1.95,1.66,1.95,1.77,-0.25,,,,,,,,,,1425.38,1550.24
I2,29/02/04,Albinoleffe,Bari,3,1,H,1.0,0.0,H,2.25,2.5,3.5,2.25,2.45,3.6,2.3,2.4,3.0,2.4,2.5,3.2,2.3,2.5,3.4,2.2,2.5,3.6,1.95,1.66,1.97,1.75,-0.25,,,,,,,,,,1459.82,1450.23
I2,29/02/04,Ascoli,Napoli,1,1,D,0.0,0.0,D,2.3,2.5,3.4,2.25,2.45,3.6,2.4,2.4,2.9,2.4,2.5,3.2,2.4,2.5,3.25,2.25,2.4,3.65,1.95,1.66,1.97,1.75,-0.25,,,,,,,,,,1460.63,1510.81
I2,29/02/04,Cagliari,Atalanta,5,1,H,2.0,1.0,H,2.3,2.5,3.4,2.32,2.5,3.35,2.3,2.4,3.0,2.375,2.375,3.5,2.3,2.5,3.4,2.3,2.5,3.35,1.95,1.66,1.95,1.77,-0.25,,,,,,,,,,1549.81,1626.33
I2,29/02/04,Como,Treviso,2,1,H,2.0,0.0,H,2.25,2.5,3.5,2.18,2.5,3.7,2.2,2.5,3.1,2.1,2.5,4.0,2.2,2.6,3.5,2.2,2.5,3.6,2.3,1.46,1.82,1.89,-0.25,,,,,,,,,,1467.84,1480.1
I2,29/02/04,Messina,Catania,3,0,H,1.0,0.0,H,1.909,2.625,4.5,2.0,2.55,4.3,2.0,2.4,3.8,2.0,2.5,4.333,2.0,2.6,4.2,1.95,2.6,4.25,1.95,1.66,2.0,1.6,-0.5,,,,,,,,,,1524.48,1485.42
I2,29/02/04,Palermo,Torino,2,1,H,2.0,1.0,H,1.833,2.625,5.0,1.72,2.65,5.85,1.7,2.6,4.8,1.8,2.625,5.0,1.8,2.7,5.0,1.9,2.6,4.5,1.9,1.7,1.72,1.82,-0.5,,,,,,,,,,1550.2,1507.88
I2,29/02/04,Piacenza,Fiorentina,2,0,H,0.0,0.0,D,1.909,2.625,4.5,1.95,2.55,4.45,2.0,2.5,3.5,1.909,2.625,4.5,1.9,2.62,4.5,1.9,2.6,4.5,2.2,1.51,1.77,1.95,-0.25,,,,,,,,,,1566.25,1514.55
I2,29/02/04,Salernitana,Livorno,0,2,A,0.0,0.0,D,2.25,2.5,3.5,2.18,2.45,3.8,2.2,2.4,3.3,2.2,2.5,3.6,2.2,2.5,3.75,2.15,2.5,3.7,2.2,1.51,1.89,1.82,-0.25,,,,,,,,,,1450.73,1499.65
I2,29/02/04,Triestina,Pescara,2,1,H,1.0,1.0,D,1.727,2.875,5.0,1.72,2.7,5.75,1.7,2.7,4.5,1.667,2.8,5.5,1.75,2.75,5.2,1.8,2.6,5.1,1.85,1.74,1.95,1.77,-0.75,,,,,,,,,,1515.92,1464.25
I2,29/02/04,Verona,Vicenza,2,3,A,1.0,1.0,D,2.1,2.625,3.75,2.1,2.5,4.0,2.1,2.4,3.5,2.1,2.6,3.75,2.1,2.5,4.0,1.95,2.6,4.25,1.95,1.66,1.8,1.9,-0.25,,,,,,,,,,1504.52,1496.66
I2,04/03/04,Atalanta,Verona,0,2,A,0.0,1.0,A,1.72,2.75,5.5,1.65,2.72,6.5,1.7,2.6,4.8,1.7,2.75,5.5,1.67,2.8,6.0,1.7,2.6,6.0,1.95,1.69,1.93,1.78,-0.75,,,,,,,,,,1614.67,1488.26
I2,04/03/04,Bari,Genoa,1,0,H,0.0,0.0,D,2.3,2.62,3.25,2.3,2.55,3.35,2.2,2.4,3.2,2.4,2.6,3.0,2.38,2.5,3.25,2.35,2.4,3.4,2.0,1.61,1.9,1.81,-0.25,,,,,,,,,,1441.55,1438.77
I2,04/03/04,Cagliari,Messina,1,1,D,0.0,1.0,A,1.72,2.62,6.0,1.75,2.57,6.0,1.7,2.6,4.8,1.75,2.6,5.5,1.75,2.6,6.0,1.85,2.5,5.2,1.8,1.8,1.75,1.8,-0.5,,,,,,,,,,1561.47,1532.23
I2,04/03/04,Catania,Treviso,1,0,H,0.0,0.0,D,1.9,2.62,4.5,1.75,2.67,5.5,1.8,2.5,4.4,1.83,2.6,5.0,1.85,2.7,4.75,1.9,2.5,4.75,2.1,1.56,1.75,1.8,-0.5,,,,,,,,,,1477.67,1470.69
I2,04/03/04,Fiorentina,Salernitana,1,0,H,1.0,0.0,H,1.8,2.7,5.0,1.7,2.67,6.0,1.75,2.6,4.5,1.8,2.62,5.0,1.8,2.7,5.0,1.85,2.5,5.2,2.0,1.61,1.7,1.85,-0.5,,,,,,,,,,1507.19,1436.41
I2,04/03/04,Livorno,Ascoli,1,0,H,0.0,0.0,D,1.72,2.62,6.0,1.6,2.85,6.5,1.7,2.6,4.8,1.73,2.7,5.5,1.7,2.75,5.75,1.75,2.55,5.75,2.0,1.61,1.87,1.84,-0.75,,,,,,,,,,1513.97,1458.85
I2,04/03/04,Napoli,Triestina,0,0,D,0.0,0.0,D,2.0,2.7,4.0,1.85,2.57,5.0,1.9,2.4,4.2,1.91,2.62,4.5,1.95,2.62,4.33,2.05,2.4,4.3,2.1,1.56,1.85,1.7,-0.5,,,,,,,,,,1512.59,1523.29
I2,04/03/04,Pescara,Palermo,0,2,A,0.0,1.0,A,2.75,2.62,2.62,3.05,2.5,2.5,2.8,2.4,2.5,2.7,2.5,2.75,2.75,2.6,2.62,2.7,2.45,2.8,2.1,1.56,1.37,2.05,0.5,,,,,,,,,,1456.88,1557.85
I2,04/03/04,Piacenza,Como,1,1,D,1.0,0.0,H,1.66,2.8,6.0,1.65,2.85,6.0,1.6,2.7,5.4,1.7,2.75,5.5,1.57,2.88,7.0,1.55,3.0,6.5,2.1,1.56,1.93,1.78,-0.75,,,,,,,,,,1573.61,1477.25
I2,04/03/04,Torino,Ternana,2,1,H,1.0,0.0,H,2.1,2.5,4.0,2.05,2.6,4.0,2.0,2.4,3.8,2.0,2.6,4.0,2.1,2.6,3.75,1.9,2.5,4.75,1.95,1.66,2.05,1.56,-0.5,,,,,,,,,,1500.23,1536.85
I2,04/03/04,Venezia,Albinoleffe,2,1,H,0.0,1.0,A,2.1,2.5,4.0,1.9,2.7,4.35,1.9,2.5,4.0,1.9,2.62,4.5,2.0,2.6,4.2,2.0,2.5,4.2,2.0,1.61,1.9,1.67,-0.5,,,,,,,,,,1440.31,1468.5
I2,04/03/04,Vicenza,Avellino,2,2,D,1.0,2.0,A,1.72,2.62,6.0,1.7,2.8,5.5,1.75,2.7,4.2,1.67,2.75,6.0,1.7,2.75,5.75,1.8,2.5,5.5,2.0,1.61,1.91,1.8,-0.75,,,,,,,,,,1512.92,1410.01
I2,07/03/04,Albinoleffe,Verona,2,0,H,1.0,0.0,H,2.5,2.5,3.1,2.5,2.55,2.95,2.5,2.4,2.8,2.6,2.6,2.75,2.5,2.5,3.1,2.4,2.4,3.2,1.9,1.7,2.5,1.37,-0.5,,,,,,,,,,1458.55,1507.92
I2,07/03/04,Genoa,Venezia,1,0,H,0.0,0.0,D,1.72,2.75,5.5,1.7,2.75,5.6,1.8,2.5,4.4,1.67,2.8,5.5,1.83,2.7,4.75,1.85,2.4,5.25,1.9,1.7,1.7,1.84,-0.5,,,,,,,,,,1429.86,1450.26
I2,07/03/04,Livorno,Napoli,3,0,H,2.0,0.0,H,1.9,2.62,4.5,1.95,2.5,4.6,2.0,2.4,3.8,1.9,2.6,4.5,2.0,2.6,4.2,1.95,2.5,4.25,2.3,1.46,1.95,1.62,-0.5,,,,,,,,,,1521.23,1509.45
I2,07/03/04,Messina,Avellino,3,2,H,2.0,1.0,H,1.5,3.0,8.0,1.45,3.3,7.4,1.5,2.9,6.0,1.44,3.4,7.0,1.53,3.25,6.0,1.5,3.0,6.75,1.8,1.8,1.45,2.28,-0.5,,,,,,,,,,1536.68,1416.58
I2,07/03/04,Palermo,Como,2,1,H,0.0,0.0,D,1.44,3.25,8.0,1.36,3.7,8.0,1.4,3.0,7.5,1.36,3.6,8.0,1.44,3.3,7.5,1.45,3.0,8.0,1.8,1.8,1.36,2.53,-0.5,,,,,,,,,,1570.32,1483.65
I2,07/03/04,Torino,Pescara,2,0,H,1.0,0.0,H,1.61,2.87,6.5,1.5,3.15,7.0,1.55,2.8,5.7,1.44,3.4,7.0,1.57,3.0,6.5,1.6,2.7,6.5,1.8,1.8,1.5,2.17,-0.5,,,,,,,,,,1510.47,1444.41
I2,07/03/04,Treviso,Fiorentina,0,0,D,0.0,0.0,D,2.37,2.5,3.25,2.35,2.4,3.5,2.4,2.4,2.9,2.2,2.4,3.75,2.38,2.5,3.3,2.35,2.4,3.3,2.1,1.56,2.35,1.42,-0.5,,,,,,,,,,1461.92,1514.0
I2,07/03/04,Triestina,Atalanta,1,1,D,0.0,1.0,A,2.5,2.6,2.9,2.35,2.45,3.45,2.3,2.4,3.0,2.5,2.38,3.2,2.5,2.4,3.25,2.5,2.4,3.0,1.9,1.7,2.35,1.43,-0.5,,,,,,,,,,1526.43,1595.01
I2,07/03/04,Vicenza,Catania,2,0,H,1.0,0.0,H,2.2,2.5,3.75,2.1,2.55,3.85,2.1,2.4,3.5,2.1,2.6,3.6,2.1,2.5,4.0,2.1,2.5,3.7,1.95,1.66,2.1,1.53,-0.5,,,,,,,,,,1506.35,1486.44
I2,08/03/04,Ascoli,Bari,0,0,D,0.0,0.0,D,1.9,2.62,4.5,2.2,2.5,3.65,2.2,2.4,3.2,2.1,2.62,3.6,2.1,2.6,3.75,2.0,2.6,3.8,1.95,1.66,2.2,1.48,-0.5,,,,,,,,,,1451.59,1450.46
I2,08/03/04,Ternana,Cagliari,1,1,D,1.0,0.0,H,2.25,2.5,3.5,2.2,2.5,3.65,2.4,2.4,2.9,2.1,2.62,3.6,2.2,2.6,3.5,2.15,2.5,3.55,1.8,1.8,2.2,1.48,-0.5,,,,,,,,,,1526.61,1557.02
