method,model,strategy,selection,season,week,round_start,n_bets,round_staked,round_profit,bankroll_before,bankroll_after
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,5,2024-08-19,209,209000.0,-2040.0,81710.0,79670.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,6,2024-08-26,230,230000.0,-2330.0,79670.0,77340.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,7,2024-09-02,37,37000.0,520.0,77340.0,77860.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,8,2024-09-09,201,201000.0,3540.0,77860.0,81400.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,9,2024-09-16,205,205000.0,-7200.0,81400.0,74200.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,10,2024-09-23,227,227000.0,-26540.0,74200.0,47660.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,11,2024-09-30,240,240000.0,-22640.0,47660.0,25020.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,12,2024-10-07,27,27000.0,-8180.0,25020.0,16840.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,13,2024-10-14,184,184000.0,-2650.0,16840.0,14190.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,14,2024-10-21,249,249000.0,-10060.0,14190.0,4130.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,15,2024-10-28,194,194000.0,4720.0,4130.0,8850.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,16,2024-11-04,218,218000.0,-12890.0,8850.0,-4040.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,17,2024-11-11,54,54000.0,1460.0,-4040.0,-2580.0000000000005
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,18,2024-11-18,165,165000.0,-19520.0,-2580.0000000000005,-22100.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,19,2024-11-25,184,184000.0,-16390.0,-22100.0,-38490.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,20,2024-12-02,216,216000.0,14500.0,-38490.0,-23990.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,21,2024-12-09,211,211000.0,-2320.000000000001,-23990.0,-26310.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,22,2024-12-16,198,198000.0,9820.0,-26310.0,-16490.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,23,2024-12-23,177,177000.0,-15110.0,-16490.0,-31600.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,24,2024-12-30,162,162000.0,-19440.0,-31600.0,-51040.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,25,2025-01-06,120,120000.0,-17630.0,-51040.0,-68670.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,26,2025-01-13,217,217000.0,-18060.0,-68670.0,-86730.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,27,2025-01-20,212,212000.0,-18090.0,-86730.0,-104820.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,28,2025-01-27,221,221000.0,-1829.9999999999998,-104820.0,-106650.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,29,2025-02-03,178,178000.0,4640.0,-106650.0,-102010.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,30,2025-02-10,229,229000.0,-25220.0,-102010.0,-127230.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,31,2025-02-17,220,220000.0,-15710.0,-127230.0,-142940.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,32,2025-02-24,210,210000.0,-8730.0,-142940.0,-151670.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,33,2025-03-03,234,234000.0,-35520.0,-151670.0,-187190.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,34,2025-03-10,226,226000.0,-16320.0,-187190.0,-203510.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,35,2025-03-17,61,61000.0,-9390.0,-203510.0,-212900.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,36,2025-03-24,189,189000.0,12780.0,-212900.0,-200120.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,37,2025-03-31,234,234000.0,-2390.0,-200120.0,-202510.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,38,2025-04-07,221,221000.0,-25790.0,-202510.0,-228300.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,39,2025-04-14,166,166000.0,-22700.0,-228300.0,-251000.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,40,2025-04-21,255,255000.0,7610.0,-251000.0,-243390.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,41,2025-04-28,199,199000.0,-2799.999999999998,-243390.0,-246190.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,42,2025-05-05,153,153000.0,7640.0,-246190.0,-238550.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,43,2025-05-12,148,148000.0,-21750.0,-238550.0,-260300.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,44,2025-05-19,59,59000.0,1530.000000000001,-260300.0,-258770.0
train_4seasons_test_1season_weekly,lr,fixed_stake,all,2024-25,45,2025-05-26,21,21000.0,2820.0,-258770.0,-255950.0
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,1,2024-07-22,2,2052.76914691503,-2052.76914691503,100000.0,97947.23085308497
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,2,2024-07-29,6,16330.015780640537,-5078.117181116024,97947.23085308497,92869.11367196895
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,3,2024-08-05,22,22945.39141092696,-891.2041060131431,92869.11367196895,91977.9095659558
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,4,2024-08-12,46,60971.02703413625,-2435.2216743274757,91977.9095659558,89542.68789162832
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,5,2024-08-19,50,53638.180089561494,1560.4113034728803,89542.68789162832,91103.09919510123
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,6,2024-08-26,41,43880.97001774258,-67.17369699851906,91103.09919510123,91035.92549810266
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,7,2024-09-02,2,1203.0725767731037,-866.2295687345131,91035.92549810266,90169.69592936814
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,8,2024-09-09,38,39126.600263974884,-2475.965966983316,90169.69592936814,87693.72996238481
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,9,2024-09-16,53,50547.989563713614,1130.9486542342759,87693.72996238481,88824.67861661912
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,10,2024-09-23,46,55776.59177685317,2001.2695703130332,88824.67861661912,90825.94818693218
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,11,2024-09-30,52,48031.88699415676,-8305.667388729544,90825.94818693218,82520.2807982026
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,12,2024-10-07,5,4812.8289913040835,-1577.959441342917,82520.2807982026,80942.3213568597
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,13,2024-10-14,43,39827.43842542849,7430.3059179432175,80942.3213568597,88372.62727480292
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,14,2024-10-21,41,31555.472385552523,-6916.277352825128,88372.62727480292,81456.34992197783
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,15,2024-10-28,43,46249.608058656,14836.433928310249,81456.34992197783,96292.78385028812
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,16,2024-11-04,46,43466.431268452034,-8087.192334119001,96292.78385028812,88205.59151616912
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,17,2024-11-11,10,6822.125601313315,-2249.732293859148,88205.59151616912,85955.85922230998
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,18,2024-11-18,32,34498.72025519809,789.9949174285131,85955.85922230998,86745.85413973844
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,19,2024-11-25,36,27488.255517446956,7787.111360341476,86745.85413973844,94532.9655000799
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,20,2024-12-02,53,67194.42435540805,-5651.528044037911,94532.9655000799,88881.43745604203
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,21,2024-12-09,36,27315.431705052575,-622.8990137764143,88881.43745604203,88258.53844226566
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,22,2024-12-16,42,28348.700844524432,-1519.1547759295427,88258.53844226566,86739.38366633609
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,23,2024-12-23,33,27650.12857968157,-216.1890531084614,86739.38366633609,86523.1946132276
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,24,2024-12-30,26,25728.437144716318,-2980.8966038108247,86523.1946132276,83542.29800941677
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,25,2025-01-06,31,26650.45303372764,-5120.154349184486,83542.29800941677,78422.14366023231
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,26,2025-01-13,49,42445.95646732422,-3361.181081764564,78422.14366023231,75060.96257846773
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,27,2025-01-20,41,36175.91478871111,-1978.0328689829198,75060.96257846773,73082.92970948482
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,28,2025-01-27,51,34240.47462473706,2359.463800863382,73082.92970948482,75442.39351034822
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,29,2025-02-03,41,25242.72874573418,-1434.2274529732147,75442.39351034822,74008.16605737503
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,30,2025-02-10,34,16821.542122920542,-3622.926893408662,74008.16605737503,70385.23916396635
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,31,2025-02-17,47,32596.312606798652,-3628.211158079622,70385.23916396635,66757.0280058868
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,32,2025-02-24,46,28577.779240192947,-4645.817711818207,66757.0280058868,62111.21029406857
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,33,2025-03-03,39,23500.60812228407,-4677.720074848293,62111.21029406857,57433.49021922026
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,34,2025-03-10,34,15293.591337375712,-466.46520162349253,57433.49021922026,56967.02501759675
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,35,2025-03-17,5,1795.124474672232,1609.5413401766725,56967.02501759675,58576.566357773416
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,36,2025-03-24,40,20094.62722968502,3482.283980270748,58576.566357773416,62058.85033804416
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,37,2025-03-31,41,26802.98301249877,6706.415535658459,62058.85033804416,68765.26587370262
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,38,2025-04-07,53,28318.08109829484,-6636.489556730976,68765.26587370262,62128.776316971656
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,39,2025-04-14,36,18940.350359243726,-398.4382459029894,62128.776316971656,61730.338071068654
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,40,2025-04-21,60,33784.640568234274,-472.32372703244926,61730.338071068654,61258.014344036215
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,41,2025-04-28,38,21059.071666857802,6636.813462322501,61258.014344036215,67894.8278063587
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,42,2025-05-05,33,29680.821485604632,-2173.9982577602286,67894.8278063587,65720.82954859844
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,43,2025-05-12,36,29127.900658299342,-1257.9131649714147,65720.82954859844,64462.916383626995
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,44,2025-05-19,14,13802.2338517261,-2150.9472129774485,64462.916383626995,62311.969170649536
train_4seasons_test_1season_weekly,lr,fractional_kelly,all,2024-25,45,2025-05-26,8,6462.114136709729,-1839.7145326506839,62311.969170649536,60472.25463799884
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,1,2024-07-22,8,8000.0,50.0,100000.0,100050.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,2,2024-07-29,37,37000.0,-10150.0,100050.0,89900.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,3,2024-08-05,110,110000.0,-3880.0,89900.0,86020.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,4,2024-08-12,161,161000.0,3520.0,86020.0,89540.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,5,2024-08-19,209,209000.0,1940.0,89540.0,91480.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,6,2024-08-26,230,230000.0,2050.0,91480.0,93530.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,7,2024-09-02,37,37000.0,-2030.0,93530.0,91500.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,8,2024-09-09,201,201000.0,-4500.0,91500.0,87000.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,9,2024-09-16,205,205000.0,-5950.0,87000.0,81050.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,10,2024-09-23,227,227000.0,-3310.0,81050.0,77740.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,11,2024-09-30,240,240000.0,-29810.0,77740.0,47930.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,12,2024-10-07,27,27000.0,-11080.0,47930.0,36850.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,13,2024-10-14,184,184000.0,-4920.0,36850.0,31930.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,14,2024-10-21,249,249000.0,-400.0,31930.0,31530.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,15,2024-10-28,194,194000.0,-6590.0,31530.0,24940.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,16,2024-11-04,218,218000.0,-10610.0,24940.0,14330.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,17,2024-11-11,54,54000.0,-5220.0,14330.0,9110.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,18,2024-11-18,165,165000.0,-12150.0,9110.0,-3040.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,19,2024-11-25,184,184000.0,-12740.0,-3040.0,-15780.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,20,2024-12-02,216,216000.0,7930.0,-15780.0,-7850.000000000001
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,21,2024-12-09,211,211000.0,-16610.0,-7850.000000000001,-24460.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,22,2024-12-16,198,198000.0,-2610.0,-24460.0,-27070.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,23,2024-12-23,177,177000.0,-14620.0,-27070.0,-41690.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,24,2024-12-30,162,162000.0,-14600.0,-41690.0,-56290.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,25,2025-01-06,120,120000.0,-25100.0,-56290.0,-81390.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,26,2025-01-13,217,217000.0,-17460.0,-81390.0,-98850.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,27,2025-01-20,212,212000.0,-25990.0,-98850.0,-124840.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,28,2025-01-27,221,221000.0,19350.0,-124840.0,-105490.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,29,2025-02-03,178,178000.0,990.0,-105490.0,-104500.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,30,2025-02-10,229,229000.0,-24700.0,-104500.0,-129200.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,31,2025-02-17,220,220000.0,-15740.0,-129200.0,-144940.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,32,2025-02-24,210,210000.0,-13150.0,-144940.0,-158090.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,33,2025-03-03,234,234000.0,-11640.0,-158090.0,-169730.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,34,2025-03-10,226,226000.0,-3070.0,-169730.0,-172800.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,35,2025-03-17,61,61000.0,-6810.0,-172800.0,-179610.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,36,2025-03-24,189,189000.0,16360.0,-179610.0,-163250.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,37,2025-03-31,234,234000.0,-19970.0,-163250.0,-183220.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,38,2025-04-07,221,221000.0,-7770.0,-183220.0,-190990.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,39,2025-04-14,166,166000.0,-16750.0,-190990.0,-207740.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,40,2025-04-21,255,255000.0,-10190.0,-207740.0,-217930.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,41,2025-04-28,199,199000.0,-11990.0,-217930.0,-229920.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,42,2025-05-05,153,153000.0,10680.0,-229920.0,-219240.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,43,2025-05-12,148,148000.0,-10990.0,-219240.0,-230230.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,44,2025-05-19,59,59000.0,1530.000000000001,-230230.0,-228700.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,all,2024-25,45,2025-05-26,21,21000.0,3070.0,-228700.0,-225630.0
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,1,2024-07-22,2,1013.7230656009874,1249.0972000812794,100000.0,101249.09720008128
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,2,2024-07-29,11,21234.887971733202,553.4423814456696,101249.09720008128,101802.53958152696
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,3,2024-08-05,27,47684.6145739611,388.045849022406,101802.53958152696,102190.5854305494
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,4,2024-08-12,63,118111.65058964805,-25761.14228412818,102190.5854305494,76429.4431464212
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,5,2024-08-19,55,70973.29139266847,3642.215803571994,76429.4431464212,80071.6589499932
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,6,2024-08-26,59,77659.24801848327,13248.099260583755,80071.6589499932,93319.75821057695
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,7,2024-09-02,5,5523.495491236779,-680.9173677854635,93319.75821057695,92638.84084279148
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,8,2024-09-09,43,55747.17084768676,564.4836442948779,92638.84084279148,93203.32448708639
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,9,2024-09-16,55,68147.27024599267,-9309.187752838272,93203.32448708639,83894.13673424814
train_4seasons_test_1season_weekly,mlp,fractional_kelly,all,2024-25,10,2024-09-23,60,87012.53117071888,10173.130413665822,83894.13673424814,94067.26714791397
